Attr1,Attr2,Attr3,Attr4,Attr6,Attr8,Attr9,Attr10,Attr11,Attr12,Attr16,Attr17,Attr22,Attr25,Attr26,Attr29,Attr33,Attr34,Attr35,Attr40,Attr46,Attr48,Attr50,Attr51,Attr55,Attr63,class
-0.059077546,-0.00972759,0.474967347,-0.076949836,-0.006411358,-0.133310932,-0.332693313,0.02137319,-0.27190297,-0.152830983,-0.323486601,-0.156447188,-0.251146941,0.141531707,-0.308310881,0.414524477,0.025014588,-0.613232722,-0.296779215,-0.191429268,-0.131564469,-0.218198049,0.075090239,0.009389951,0.071425486,-0.019254968,0
-0.379747177,0.073007248,-1.76022135,-0.302148071,-0.040482344,-0.528848241,-0.476795295,-0.10220672,-1.502229316,-0.351560171,-0.972701754,-0.506398794,-1.39037816,-0.176067515,-0.977705001,-0.060503397,-0.490238422,-0.722902537,-1.632767108,-0.162393074,-0.263619686,-1.150502238,-0.52696972,1.706870082,-0.273869881,-0.546312183,0
-0.005662681,-0.091354765,2.383913901,1.25370454,0.041496798,2.483159302,-0.32111978,0.124612152,-0.035948554,0.162846111,0.644871108,2.353550536,-0.024753472,0.406854883,0.560697917,-0.661627979,1.511580769,-0.426266275,-0.031285319,0.821316992,1.641422209,0.108349513,4.905340892,-1.07102265,-0.027606727,1.441644468,0
-0.021620521,0.010353726,-0.010936592,-0.126807351,0.003084984,-0.273911625,-0.323265866,-0.007621608,-0.104603467,-0.078420915,-0.284881705,-0.282984636,-0.001248758,0.067015347,-0.285008641,0.829513291,0.003622002,-0.580823288,-0.003721106,-0.107074765,-0.125196359,0.043601163,-0.385150261,-0.312832228,0.066106494,-0.032033262,0
0.127569898,-0.011415679,-0.627379434,-0.246780434,-0.002892336,-0.11992936,2.929969926,0.023514651,0.446230149,0.245417202,0.204944337,-0.143628035,0.453889491,-0.169787454,0.273821448,-1.22458592,2.060275199,2.906845297,0.5032871,-0.104983559,-0.235606704,0.379628797,-0.671071491,-0.635871046,-0.146544073,1.981011253,0
0.001052257,0.071603591,0.060809923,0.023674386,-0.0136022,-0.495080373,-0.508902268,-0.081801235,0.027774336,0.082059485,-0.342315415,-0.50301544,0.026975372,-0.125442529,-0.31836929,0.005701044,-0.038052787,-0.352703433,0.055858563,-0.10233996,-0.020791189,0.050439188,-0.726594893,-0.983642341,-0.078508246,-0.015549821,0
-0.023453097,-0.096272421,0.565749431,1.272353534,-0.0136022,3.286289108,-0.657104806,0.131162677,-0.150975245,0.345817103,1.57246706,3.119278783,-0.152383478,-0.230015732,1.746287656,0.131650956,0.983440233,1.308743911,-0.207852867,0.135495232,1.405514598,-0.258844088,1.708716555,-1.338681718,0.006737882,0.971581794,0
-0.06025452,-0.027926572,-0.004247386,-0.141565852,-0.019024937,-0.020489756,-0.335529212,0.027642097,-0.279667489,-0.154699392,-0.41614564,0.007231971,-0.223275507,0.157642741,-0.40739797,-0.261905821,-0.298012277,-0.605458604,-0.264094104,-0.204586108,-0.257675931,-0.067222888,0.003305366,-0.067101845,-0.106092786,-0.331257394,0
-0.157869074,0.081112386,-0.436473311,-0.20533611,-0.0136022,-0.518040954,-0.011546936,-0.093863822,-0.011329852,-0.294636801,-0.589455249,-0.525007242,-0.010402077,-0.245640495,-0.584614253,0.081447145,-0.176578935,-0.12006182,-0.01716346,-0.202701064,-0.301484951,0.014658737,-0.679368003,-0.218024399,-0.13458403,-0.196544038,0
-0.001187182,-0.002679242,0.421683041,-0.0658281,-0.0136022,-0.184914357,2.456221535,0.012431856,0.064907372,-0.031354337,-0.132298364,-0.205881753,0.020412695,-0.214040401,-0.181584355,-1.141940465,0.927330469,2.30648805,-0.000397446,0.172461238,0.091914021,0.041978087,-0.08567395,-0.175170327,-0.126857678,0.846700471,0
-0.058029394,0.105020807,-0.563889311,-0.222217467,-0.019634215,-0.567099133,0.247209667,-0.124193366,-0.170902107,-0.16919764,-0.510196437,-0.571998273,-0.349376741,-0.250071217,-0.480565435,-0.429839037,-0.373754552,-0.029976434,-0.50557887,-0.197694994,-0.233166666,-0.177359133,-0.422176143,1.323322247,-0.147540312,-0.411788549,0
0.097849703,-0.048687749,1.131044691,0.11374776,-0.0136022,0.342657084,0.048313522,0.07079694,0.665914274,0.192173631,0.606324505,0.299516183,0.555457733,0.230131087,0.493113574,-0.623754928,-0.089201267,0.806580688,0.479258275,0.491261602,0.173518512,0.522939838,0.83118311,-0.429067094,-0.074137601,-0.067957568,0
-0.058015193,0.042149915,-0.661544077,-0.251876134,-0.0136022,-0.406624646,-0.684490391,-0.044437139,-0.055080329,-0.150184907,-0.481967791,-0.418281213,-0.119977372,-0.142789974,-0.465804211,-0.989567494,-0.409700239,-0.380123351,-0.242463238,-0.189269013,-0.215840718,0.032767314,-0.763227539,-0.546974123,-0.148211371,-0.429042036,0
0.075105921,-0.048338569,1.015875672,0.147831863,-0.0136022,0.336025161,-0.051939333,0.07035398,0.358522141,0.19116525,0.59739102,0.293162996,0.344637501,0.232611447,0.534618238,-0.398865341,-0.036221837,0.686509238,0.35837556,0.335160988,0.237757969,0.234363515,0.633948197,-0.595855765,-0.051338091,-0.016587708,0
-0.057772427,-0.028391375,0.616931414,0.102055137,-0.0136022,0.042807829,1.5922688,0.045049536,-0.074853971,-0.135436148,-0.322612198,0.012269409,-0.074492099,0.152161823,-0.308781634,-2.067187898,1.520912709,2.357365783,-0.808090943,0.0290065,0.281282225,-0.017857366,-0.010188031,-0.735267606,-0.139615838,1.33238726,0
-0.175732748,0.081454628,-1.62487004,-0.318498715,-0.016204787,-0.518821872,-0.156254421,-0.094297981,-0.694325934,-0.250922694,-0.707845056,-0.525759099,-0.321791243,-0.218671664,-0.709015263,-0.362166649,-0.444228416,-0.196442017,-0.253798146,-0.175769886,-0.283310294,-0.064444736,-0.702514962,0.892876036,-0.216416519,-0.458203332,0
0.08420118,0.002401211,0.198607571,0.119287484,-0.0136022,-0.218372213,-0.234203314,0.005986938,0.388917645,0.585199354,-0.041112695,-0.237948432,0.378101696,3.80E-07,-0.088218476,-0.316807065,0.348620269,-0.009275557,0.342766671,-0.113062321,0.068825785,0.497319987,-0.541511747,-1.040457041,-0.095203284,0.410888091,0
-0.031821411,-0.035976211,1.03242668,1.002175701,-0.0136022,0.137499133,-0.403353181,0.054697846,0.085724565,0.126158994,-0.292765906,0.10290571,-0.077918295,0.218505811,-0.295412268,-0.374937794,0.774948162,0.146505701,-0.034087041,0.337972278,0.268774934,0.069311993,0.04517345,-1.221945204,-0.04670562,0.789114446,0
-0.026321428,0.097026667,-0.945093794,-0.326613776,-0.031963903,-0.556161954,-0.25022231,-0.11700011,-0.152304531,-0.071937712,-0.384665671,-0.55744985,-0.051054566,-0.214086389,-0.367343223,1.366782148,-0.438121311,-0.602610723,-0.062128876,-0.096268558,-0.237399044,-0.055642643,-0.90281866,-0.637815423,-0.563843606,-0.441440888,0
0.207883174,-0.012234286,-0.126296731,-0.161546918,-0.0136022,-0.113297437,-0.28080403,0.024553113,0.694487704,0.173600415,0.406537971,-0.137274847,0.676592242,0.069126292,0.490885346,0.404982817,-0.403947511,-0.037735289,0.826937646,0.004395377,-0.11776178,0.609334051,-0.181901148,-0.027592102,-0.06116998,-0.363878315,0
0.188216227,-0.034884734,0.477795925,-0.040286167,0.113825412,0.11881987,-0.155258024,0.052239566,0.62421363,0.221997422,0.514861941,0.088808401,0.597487419,0.220858007,0.603583454,0.942251674,-0.331359196,-0.429993069,0.698422824,0.061883805,0.008550693,0.61704912,0.231690751,-0.296616123,0.351249831,-0.288603558,0
-0.024761597,0.034555829,0.771891654,-0.104775319,0.017424302,-0.470809104,-0.298969111,-0.08031688,-0.100031718,-0.123729953,-0.409214538,-0.3911016,0.043056661,-0.119810829,-0.423168173,0.314850829,-0.350649142,-0.582702584,0.048236304,-0.16359749,-0.158220633,0.221742827,0.135771974,0.939541087,0.095649578,-0.367449541,0
0.00711689,-0.028950987,1.917274876,1.167775387,-0.0136022,0.049243541,-0.277125026,0.045759445,0.057855118,0.280377929,-0.203955698,0.018434633,-0.023955706,0.16759434,-0.233241577,-1.926558508,0.590435633,0.23248907,-0.096064668,1.512105365,0.796761292,0.169615165,0.482899254,-1.11719383,-0.131151218,0.569260821,0
-0.06257691,-0.085326208,-0.354329859,-0.15253958,-0.012211538,1.439749822,-0.309776185,0.075587359,-0.299669718,-0.150122081,-0.256478177,1.733644855,-0.300270029,0.28086162,-0.226509818,2.518974295,-0.482323992,-0.613015855,-0.354386353,-0.1263543,-0.270077133,-0.125959308,-0.0187467,-0.972637167,0.803178622,-0.502040136,0
0.004444665,0.030735661,0.201780165,-0.132685379,-0.0136022,-0.362893196,0.113922424,-0.029957341,0.087422406,-0.077813775,-0.336005139,-0.376365213,0.079258454,-0.003460062,-0.346284903,-0.302714767,-0.276241688,0.133372887,-0.025864062,-0.067238283,-0.151478421,0.237398594,-0.211663726,0.30170761,-0.093875597,-0.298368631,0
-0.042927319,0.011468327,-0.694481728,-0.238680173,-0.002154395,-0.292594812,-0.375676341,-0.014301206,-0.228757091,-0.144975115,-0.365734844,-0.288849117,-0.124533038,0.04984884,-0.340651566,0.227361146,-0.403297819,-0.59793347,-0.148297818,-0.162402938,-0.186730556,-0.062841311,-0.377031091,0.420159066,-0.174021265,-0.445235316,0
0.055145942,0.041254997,-0.84578775,-0.250258619,-0.0136022,-0.403422487,0.536854574,-0.043301871,0.324565312,-0.040155233,-0.205850238,-0.415198601,0.329983794,-0.161577385,-0.239486891,-0.786697122,-0.260578205,0.293637745,0.452669002,-0.197321141,-0.229434021,0.428321071,-0.442763212,0.746036674,-0.15566064,-0.268191768,0
-0.020643372,0.045317971,0.236564038,0.101547681,-0.01490589,-0.417671311,-0.574319555,-0.048456045,-0.026374384,0.032796643,-0.395668577,-0.428844796,-0.081126155,-0.10233522,-0.390524637,0.32351172,-0.086602499,-0.336711926,-0.060060822,-0.050237372,-0.00739052,0.061909894,-0.635140502,-0.989825461,-0.002454904,-0.080747022,0
0.005614538,-0.025681183,0.285337907,-0.105219343,0.006867408,-0.09893481,-0.276971734,0.008427617,0.015934997,-0.059050497,-0.005305888,-0.016489101,0.039785819,0.108261705,-0.015816768,0.785621655,-0.29702002,-0.555791443,0.044400555,-0.168608493,-0.150289112,0.009716726,0.171702963,0.024672756,0.167971379,-0.303602709,0
-0.035498961,0.00994211,-0.077025949,-0.125623288,-0.0136022,-0.263112186,-0.276358567,-0.003579233,-0.199363728,-0.110884447,-0.458402627,-0.280804252,-0.321791243,-0.02839937,-0.440430661,-0.146965516,-0.366005498,-0.241500609,-0.245181252,-0.110709714,-0.164613869,-0.079244203,-0.467884062,-0.481176401,-0.105070221,-0.217647754,0
-0.017470739,0.02592114,0.421606593,0.170202199,-0.0136022,-0.342361704,0.418283346,-0.023849776,0.072295053,0.090295476,-0.125142832,-0.356704166,0.074505446,-0.05331606,-0.134477738,-1.413804378,1.060576392,0.373706577,-0.135466032,-0.166226294,0.10905571,-0.133132138,-0.52245907,-0.976525921,-0.133037811,0.988768321,0
-0.092893763,-0.031226438,-0.153194984,-0.128414294,0.026138949,0.076242139,-0.774687301,0.048646018,-0.321885767,-0.251334494,-0.562890883,0.044298496,-0.341088789,0.148490287,-0.501209494,1.130295774,-0.444807232,-0.268879189,-0.162912071,-0.17325748,-0.012778705,-0.189237428,-0.338979711,-0.631710079,-0.144624026,-0.463091448,0
0.038915357,-0.023706351,0.172003642,-0.092617528,-0.0136022,-0.008010753,0.075522821,0.039106248,0.280711308,0.035468061,-0.032893305,-0.036413299,0.270403251,-0.189653708,-0.067646599,-0.539347936,-0.113369809,0.483570681,0.2899328,-0.131286389,-0.050886858,0.355610187,-0.078040542,-0.321231938,-0.111077795,-0.11154885,0
-0.021185481,-0.027526518,0.745440622,-0.037304865,0.000458263,0.011414111,-0.325718535,0.037662962,-0.13730555,-0.108144396,-0.134979867,0.002908796,-0.110219431,0.183396271,-0.103439468,0.289602128,-0.2184191,-0.583554786,-0.131512108,-0.189138806,-0.197116074,-0.118091393,0.422140414,0.00149578,0.08156868,-0.24956559,0
0.14635775,-0.089893297,0.369507233,0.213779951,-0.0136022,2.304018896,-0.346106348,0.123069127,0.656224154,0.925673118,2.51055585,2.178443158,0.646822964,0.39587043,2.170906256,2.693219686,0.083108865,1.284100009,1.020793145,0.057583023,0.192670301,0.718291201,1.225807148,-1.054689882,-0.14459066,0.302166567,0
-0.405567794,0.173684387,-2.044646397,-0.303932624,-0.208123388,-0.663221205,-0.013769668,-0.211309766,-0.828434707,-0.328267099,-0.816853975,-0.664085657,-0.846091629,-1.331568681,-0.826389511,0.088493294,-0.494691766,-0.259594002,-0.439041676,-0.190901041,-0.317719303,-0.757979921,-0.631215851,2.355630958,-0.345152623,-0.523467494,0
-0.042416768,-0.083915613,1.298045502,0.499392893,0.051709899,1.70055314,-0.315984504,0.113183203,-0.226881183,-0.08438145,0.959801957,1.620640824,-0.155990221,0.377482591,1.086606726,-0.428517885,1.862768829,-0.538423057,-0.185187973,0.32751625,0.217098604,-0.383376942,2.25970979,-0.951443456,-0.039135333,1.80055272,0
0.219615719,0.075749814,1.886963216,0.152039516,0.109248443,-0.506660731,-0.221633385,-0.087867731,0.735898472,0.206760839,-0.102743539,-0.51286476,1.12023426,-0.139216446,-0.057478349,0.885882483,0.060133394,-0.494073574,1.311453295,-0.081176366,0.186025803,1.188837609,-0.082127114,-0.100311807,0.954068948,0.114096857,0
0.023389176,0.067029565,-0.297150524,-0.173620133,-0.009342285,-0.48319785,-0.401337393,-0.075998756,0.164595514,0.002724716,-0.262016064,-0.491624814,0.15203993,-0.181540894,-0.241212983,0.280354058,-0.29633489,-0.28948467,0.048674535,-0.182676783,-0.068196055,0.098094294,-0.678481294,-0.452282957,-0.106239162,-0.298491392,0
-0.134428778,0.05612405,-0.027143583,-0.163280724,-0.021448855,-0.507445574,-0.367735825,-0.093109911,-0.564958694,-0.232528981,-0.537757477,-0.462076853,-0.413710712,-0.152688799,-0.52587519,0.053409344,-0.377900768,-0.633973348,-0.487419381,-0.188833016,-0.30608864,-0.373736746,-0.359890622,0.405342912,-0.084264302,-0.419321604,0
0.159454021,-0.028044507,0.788136869,-0.015716857,-0.0136022,0.038883614,0.745254812,0.04460951,0.526774093,0.1307891,0.361010716,0.008510127,0.530643003,0.200449691,0.441864337,-0.51395244,0.082825364,1.228738676,0.447449626,-0.011249209,-0.070317828,0.53331151,0.394151253,-0.11260027,-0.078345377,0.076264178,0
0.206124983,-0.061565783,1.042594273,0.216866973,-0.0136022,0.645606468,0.323242413,0.087133648,0.742192909,0.479451339,6.825006464,0.589732791,-0.321791243,0.308545156,7.401906129,0.710315938,-0.526916489,-0.316106444,-0.352788534,0.31311455,0.297363028,-3.635227459,0.934426875,-0.725156844,0.396193254,0.371928243,0
-0.059473477,0.085723411,-0.609643481,-0.225340433,-0.010450065,-0.528400881,0.252268298,-0.099713238,0.418484934,-0.066293946,-0.281427812,-0.534931748,0.425757734,-0.178917291,-0.500481397,-1.050046939,-0.419138492,-0.044794574,0.497033697,-0.125293901,-0.142544642,0.541135755,-0.344623807,1.473817038,-0.146749678,-0.424689604,0
0.088044406,-0.09009448,0.698998418,0.593610488,-0.0136022,2.32803509,-0.257197088,0.123324342,0.394797974,0.922663813,2.263245507,2.201449967,0.387464953,-0.113530768,2.056670358,1.74448509,0.617840823,1.78158884,0.691332351,0.392373219,0.578693322,0.342145209,1.603853583,-1.173125782,1.989746824,0.822706294,0
-0.063768423,-0.062130021,0.835496449,0.235283383,-0.018145485,0.662088171,-0.796362766,0.087849424,-0.206883923,-0.157860745,-0.294427272,0.605521777,-0.336434453,-0.276995568,-0.263871862,-0.412810844,-0.370695093,-0.07675215,-0.379481206,-0.03101209,0.05349877,-0.212360799,0.67265497,-0.854574587,-0.064105734,-0.404936258,0
0.13624815,-0.034660427,1.190368394,0.274526618,-0.0136022,0.11972244,-0.173193167,0.053002278,0.627278027,0.441069508,0.393990286,0.085951346,0.509061327,0.211924186,0.302082279,-0.711684995,-0.02365325,0.29958408,0.555727056,0.702848216,0.455490922,0.620761087,0.378190492,-0.750667073,-0.081002812,0.030273478,0
-0.016580372,-0.044872206,0.084738169,-0.078239619,0.030129038,0.224498976,-0.302571469,0.05444263,-0.088457408,-0.044035652,0.091403095,0.233277626,-0.064238703,0.226519863,0.099140951,0.547960923,-0.204267627,-0.562659937,-0.077590046,-0.017276222,-0.160632753,-0.135817855,-0.02823063,-0.575439805,0.016633681,-0.222625151,0
-0.009578038,0.028055532,-0.47668729,-0.213603408,0.022589888,-0.357795641,-0.290078185,-0.029458644,-0.035078928,-0.084260021,-0.270774668,-0.365613665,0.007308334,0.010894365,-0.281211239,0.282849569,-0.377948019,-0.585128816,0.006313883,-0.106389205,-0.198112749,0.039812773,-0.453141562,0.179406288,-0.137988804,-0.39165576,0
0.020837544,0.040894254,0.014023703,-0.171125143,-0.045080149,-0.402115724,0.420582723,-0.042844243,0.172794846,-0.089360001,-0.07566619,-0.413958038,0.120129279,-0.338421807,-0.060475472,-0.004721385,-0.303670504,0.257673548,0.109682146,-0.083119609,-0.11208883,-0.147779851,-0.141575166,0.907964403,-0.084876605,-0.323690858,0
-0.066898747,-0.061877964,0.141118621,0.162696084,-0.0136022,0.654632162,-0.881600686,0.087529672,-0.316235434,-0.165664189,-0.539765835,0.59837914,-0.320361184,-0.176889276,-0.528037669,2.028386174,-0.4816743,-0.427407844,-0.259829972,0.078110378,0.202720803,-0.061681795,-0.138799382,-1.124636905,1.655330652,-0.330855631,0
0.005226835,0.038778362,-0.310269013,-0.132156779,0.0019779,-0.39453414,-0.228991392,-0.040242221,0.015400798,0.157582468,-0.372977817,-0.406552251,0.223209078,-0.016819328,-0.386123103,1.294999506,-0.04817617,-0.563658413,0.259502854,0.237850873,0.01723321,0.41183557,-0.782249373,-0.986053369,0.032623644,-0.010561264,0
-0.315764794,0.111985907,-0.858848903,-0.289326359,-0.10545065,-0.665430538,-0.507714256,-0.196818234,-1.265401133,-0.617112812,-0.804612332,-0.583840013,-1.09213954,-0.419218229,-0.800168606,0.704737737,-0.434577536,-0.683475474,-1.283019683,-0.164198219,-0.21980229,-0.921415645,-0.853378853,-0.448860853,-0.263359717,-0.511526206,0
0.009350695,-0.00185601,0.264047119,-0.122641986,-0.0136022,-0.19054953,0.512634465,0.011387527,-0.012385827,-0.088272427,-0.158224416,-0.211295119,-0.159130901,-0.209294544,-0.11721682,-0.203775092,-0.125761208,0.684696719,-0.081603057,-0.084175076,-0.061607393,-0.157238088,0.014177189,0.253487057,-0.08020084,-0.158532797,0
0.036367107,0.036204606,0.174755772,-0.148860527,-0.0136022,-0.384656892,0.56467704,-0.036895088,0.501016595,-0.044679748,-0.167434795,-0.397229231,0.498186513,-0.039866325,-0.212497091,-0.889159872,-0.237661796,0.32807561,0.587486466,-0.201158307,-0.167031573,0.486839139,-0.147974892,0.636062703,-0.125179516,-0.239275994,0
-0.449578928,0.109324277,-0.65308892,-0.226867029,-0.0136022,-0.574832975,1.556628451,-0.129653505,-1.615570589,-0.365001731,-1.024932766,-0.579404059,-1.691639894,-0.292383603,-1.050436235,-2.06909623,-0.176933312,0.599476516,-1.828247507,-0.140977944,-0.177852613,-1.310662697,-0.305624034,2.044336178,-0.145270277,-0.257980292,0
0.040950802,-0.004670262,0.860877209,-0.061134135,0.024102232,-0.197122589,-0.291917687,0.005423704,0.148983654,-0.044959561,-0.076365713,-0.192573893,0.371845529,0.100541678,-0.083071584,0.140605437,-0.083212288,-0.517111647,0.433810313,-0.203069491,-0.014062936,0.378136732,0.339637928,0.385976916,0.050833976,-0.09398288,0
0.447008457,-0.076497273,0.34248284,0.088142395,0.207519581,1.231491742,-0.148436537,0.105649954,1.571402131,1.39068985,3.833382001,1.154076276,1.605821989,0.358122209,4.180704863,0.089814447,0.577205541,0.197224441,1.880906902,-0.111365682,0.163216747,1.328800601,0.651836586,-0.893423242,-0.032206212,0.794582886,0
-0.041834085,0.045889146,-0.374294273,-0.205399542,-0.0136022,-0.419621646,0.011370192,-0.049180622,-0.13838223,-0.144258689,-0.427286993,-0.430724438,-0.142932047,-0.061609059,-0.416499182,-0.076210437,-0.392028616,-0.002407063,0.071393592,-0.052959885,-0.085616925,-0.018334099,-0.304629377,0.814362087,-0.144631532,-0.409389131,0
0.069177661,-0.057370999,1.218310164,0.253720938,-0.0136022,0.532706808,1.85577745,0.081812264,0.346554429,0.208149342,0.406435957,0.481578234,0.349885963,0.287345237,0.349016286,-1.062671289,1.509690756,3.944433061,0.274274673,-0.14927865,0.473581825,0.428757773,0.951544213,-0.705168648,-0.107348316,1.444546089,0
0.000203592,-0.077965679,0.241533162,0.048835728,0.008445733,1.266221043,-0.333383126,0.101490239,-0.029070226,0.067847121,0.708177893,1.232532501,-0.136184624,0.34743178,0.724488344,0.534162215,1.429128948,-0.54263001,-0.16196175,0.241184965,0.062069615,-0.181587864,0.602180884,-0.886229047,0.054507792,1.329485639,0
-0.078904872,-0.031922486,0.902694303,0.318146658,-0.0136022,0.084757686,-0.509668727,0.049529004,-0.356438912,-0.20508518,-0.560375516,0.052456139,-0.321791243,0.076160262,-0.550228934,-0.419563404,-0.261948464,-0.194406907,-0.311403315,0.143598654,0.082338126,-0.08499666,0.083571803,-0.926477654,-0.060994742,-0.083682124,0
-0.09943739,0.021779542,-0.638273284,-0.231178287,-0.020298536,-0.458177057,-0.555794238,-0.079234416,-0.331010216,-0.171182514,-0.493878618,-0.338697203,-0.164463338,-0.117028905,-0.544896879,1.955282379,-0.480599355,-0.604932974,-0.195124483,-0.130038571,-0.263421468,-0.014680359,-0.345109569,0.598341787,-0.448536926,-0.556925421,0
0.108680612,-0.05095395,1.209862652,0.161723461,-0.0136022,0.387432375,0.67497051,0.073671778,0.500064147,0.245718133,0.647348584,0.342409597,0.487311699,0.229105771,0.529753797,-0.615534421,0.336665936,1.728707797,0.608856364,-0.106068619,-0.053176139,0.497720297,0.886467486,-0.518936205,-0.069804065,0.35264362,0
0.775508464,-0.014912103,0.178195936,-0.075364037,-0.276395932,-0.090811686,4.729539325,0.027953049,2.841553213,1.332985117,2.970637612,-0.115734159,2.846810393,-0.837939258,3.204521452,-3.332412017,2.226832603,4.073535308,4.857969982,-0.015786731,0.066424832,1.556868222,-0.212588988,-0.453410695,-0.144229569,2.492477833,0
-0.017553013,0.01273555,0.125752559,-0.140043485,-0.0136022,-0.278369533,0.942158163,-0.007122911,-0.053146446,-0.103387583,-0.176878349,-0.295427861,-0.068916133,0.04496351,-0.168685741,-0.048759816,0.023727016,0.866203031,-0.185724682,0.050924703,0.006233494,-0.159931084,-0.145044897,0.261886767,-0.077056862,-0.022591833,0
0.174612785,0.021865103,0.331933006,-0.0596752,-0.0136022,-0.323964985,0.841292141,-0.018704403,0.808781424,0.216269185,0.071831039,-0.339073131,0.707033323,0.002013317,0.130493056,-0.782733664,0.2900653,0.635377117,0.410175404,-0.176218213,-0.211317992,0.681135138,-0.332117355,-0.347947679,-0.116390603,0.280013803,0
-0.033898556,0.022272094,-1.020242248,-0.282192379,-0.0136022,-0.325860381,-0.170050685,-0.0192207,-0.054347358,-0.122168283,-0.289603481,-0.340915179,-0.114745705,-0.068152988,-0.280975863,-0.081495049,-0.346361175,0.002330926,-0.193514355,-0.199692983,-0.238348258,-0.130064306,-0.601299062,0.212538475,-0.195429178,-0.372359977,0
